Protein,Len,S0,S0,S0,S0,S0,S0,S0,S0,S0,S0,S1,S1,S1,S1,S1,S1,S1,S1,S1,S1,LogFoldChange,Zstatistic
lcl|c222319_g4_i3|m.8243,103,1,3,2,2,1,0,3,0,4,2,2,1,1,0,0,0,0,0,0,0,-0.617,-1.6061
lcl|c222323_g2_i2|m.8244,420,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008,-0.0178
lcl|c222323_g2_i2|m.8245,289,2,1,2,0,1,1,1,1,0,2,1,1,2,0,1,1,0,1,0,0,-0.133,-0.3187
lcl|c222342_g2_i1|m.8256,270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.015,-0.0335
lcl|c222343_g4_i1|m.8262,324,3,4,4,7,1,2,0,5,0,4,7,8,2,5,3,4,2,9,1,4,0.335,1.4146
lcl|c222353_g1_i1|m.8273,474,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,0,1,0,0,0.188,0.4414
lcl|c222355_g2_i4|m.8274,160,1,0,0,0,1,2,2,1,2,0,0,1,2,0,1,0,2,1,1,2,-0.017,-0.0397
lcl|c222377_g6_i1|m.8283,384,0,1,1,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0.084,0.1846
lcl|c222386_g1_i1|m.8298,326,0,1,0,1,0,0,0,3,0,2,0,3,0,1,0,1,0,1,0,0,-0.072,-0.178
lcl|c222393_g1_i8|m.8302,170,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.008,0.0172
lcl|c222399_g1_i2|m.8304,195,12,7,11,11,6,5,9,6,5,6,8,18,13,13,14,16,12,14,11,6,0.477,3.0903
lcl|c222400_g6_i7|m.8306,530,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.0129
lcl|c222419_g1_i6|m.8316,190,7,5,4,6,3,5,5,9,5,6,8,10,11,13,7,6,11,6,8,7,0.469,2.5872
lcl|c222433_g3_i2|m.8329,204,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.0028
lcl|c222436_g10_i1|m.8337,119,1,1,2,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,-0.101,-0.2338
lcl|c222437_g1_i2|m.8353,210,31,31,61,31,56,40,19,38,16,66,24,13,9,28,19,21,8,10,5,6,-1.002,-10.1899
lcl|c222451_g1_i1|m.8369,185,1,2,3,1,2,3,2,3,1,2,1,0,2,3,2,2,2,1,1,0,-0.22,-0.6606
lcl|c222456_g3_i2|m.8372,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.019,0.0445
lcl|c222459_g5_i1|m.8379,326,11,11,5,7,8,7,13,6,3,8,4,1,6,3,4,1,2,2,5,6,-0.855,-3.8611
lcl|c222484_g2_i1|m.8393,262,8,5,4,6,9,5,5,7,5,9,3,7,3,5,4,4,7,4,7,7,-0.225,-1.2153
lcl|c222526_g1_i2|m.8408,491,2,2,1,1,0,0,2,1,2,0,2,2,0,1,0,0,1,1,2,2,-0.012,-0.033
lcl|c222542_g3_i2|m.8415,198,1,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,0,1,1,-0.024,-0.0527
lcl|c222543_g3_i2|m.8418,235,31,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,-0.233,-0.9168
lcl|c222546_g5_i2|m.8425,334,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0017
lcl|c222548_g1_i3|m.8426,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.042,-0.0902
lcl|c222555_g2_i4|m.8428,624,25,11,9,22,17,19,14,19,9,12,18,19,20,23,9,10,25,16,18,12,0.084,0.7346
lcl|c222558_g2_i4|m.8433,448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.027,-0.0587
lcl|c222581_g2_i12|m.8451,210,2,0,0,0,0,0,1,0,1,0,1,0,1,1,1,1,0,0,0,0,-0.12,-0.2654
lcl|c222639_g5_i2|m.8480,210,47,35,28,35,29,35,25,29,20,28,26,20,35,30,19,23,21,16,20,22,-0.29,-3.4034
lcl|c222653_g7_i1|m.8496,290,1,2,0,3,1,0,0,2,1,1,0,4,2,2,2,2,0,1,1,0,0.212,0.6106
lcl|c222667_g10_i2|m.8509,141,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,2,1,0,0,0.082,0.1865
lcl|c222682_g3_i7|m.8525,229,8,9,8,9,6,8,7,7,6,9,10,5,9,8,7,5,4,9,5,4,-0.169,-1.015
lcl|c222691_g4_i1|m.8535,570,3,5,5,3,8,4,4,6,1,4,3,1,1,3,0,0,0,0,6,0,-0.815,-2.8243
lcl|c222693_g1_i1|m.8538,183,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.016,0.0363
lcl|c222727_g3_i2|m.8582,211,10,8,9,8,7,7,8,9,3,6,5,10,9,6,8,7,7,6,9,3,-0.065,-0.3987
lcl|c222750_g1_i9|m.8600,174,1,1,0,0,0,1,1,3,1,1,1,0,1,0,2,0,0,0,0,0,-0.088,-0.2086
lcl|c222798_g5_i3|m.8621,174,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.005,-0.0109
lcl|c222837_g1_i1|m.8646,301,20,18,7,19,27,23,13,11,10,15,12,6,11,10,11,6,6,6,8,9,-0.665,-5.1316
lcl|c222852_g4_i5|m.8661,462,1,1,3,2,4,1,3,2,2,2,0,1,0,2,2,1,1,0,2,1,-0.536,-1.5
lcl|c222899_g2_i4|m.8691,257,3,1,6,0,1,1,2,1,1,3,3,0,1,0,2,1,1,0,0,0,-0.458,-1.3245
lcl|c222909_g1_i1|m.8698,165,3,2,1,2,3,3,2,2,1,2,2,1,2,1,1,0,2,1,2,1,-0.429,-1.2098
lcl|c222929_g2_i3|m.8717,108,3,15,19,19,24,9,14,15,8,27,11,3,2,7,9,11,7,5,2,4,-0.918,-6.1161
lcl|c222936_g3_i1|m.8723,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.003,-0.006
lcl|c222937_g2_i3|m.8724,199,8,7,7,9,8,5,7,8,6,7,8,9,7,10,10,10,8,10,8,8,0.196,1.227
lcl|c222943_g1_i1|m.8725,345,2,0,1,1,0,1,1,8,0,1,1,17,1,3,0,1,2,4,0,2,0.639,2.1794
lcl|c222946_g2_i3|m.8728,182,10,5,6,10,10,9,17,13,4,11,8,10,16,8,13,8,10,5,13,6,0.014,0.0953
lcl|c222950_g5_i5|m.8734,584,14,12,23,18,20,13,21,13,6,14,27,21,16,20,17,17,14,10,20,9,0.104,0.9114
lcl|c222950_g5_i5|m.8735,279,9,7,6,9,7,6,9,8,3,7,7,4,9,10,8,12,4,4,12,6,0.068,0.4271
lcl|c222950_g5_i7|m.8739,156,2,1,3,3,3,2,3,2,1,1,4,3,2,2,3,4,2,1,2,2,0.155,0.5134
lcl|c222957_g1_i4|m.8749,302,2,0,0,2,2,1,0,3,0,1,2,4,3,4,4,4,1,3,3,4,0.765,2.3548
lcl|c222960_g2_i1|m.8750,473,26,21,24,20,21,19,23,23,15,26,21,21,23,18,19,16,22,15,20,17,-0.13,-1.3083
lcl|c223053_g2_i3|m.8836,361,2,0,0,0,1,0,0,2,1,3,0,0,0,0,0,2,0,0,0,0,-0.268,-0.6453
lcl|c223077_g2_i1|m.8858,178,19,21,32,25,19,29,23,26,16,28,16,11,5,14,12,13,8,8,10,8,-0.817,-6.8175
lcl|c223078_g3_i2|m.8859,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0.063,0.1452
lcl|c223098_g6_i2|m.8877,362,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,-0.09,-0.1937
lcl|c223139_g3_i2|m.8898,117,1,1,2,1,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,0,-0.136,-0.3021
lcl|c223162_g2_i6|m.8914,891,1,1,2,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.109,-0.2477
lcl|c223180_g1_i1|m.8921,382,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.004,-0.0089
lcl|c223200_g1_i1|m.8933,124,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0.012,0.0266
lcl|c223205_g4_i1|m.8934,312,2,1,1,2,2,1,2,2,0,4,1,1,0,1,0,0,0,0,0,0,-0.615,-1.5629
lcl|c223214_g1_i1|m.8951,273,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.037,-0.083
lcl|c223239_g4_i2|m.8965,112,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.011,-0.0259
lcl|c223247_g3_i6|m.8971,100,9,9,4,9,6,8,12,5,7,5,4,6,12,3,3,3,6,6,9,8,-0.205,-1.1288
lcl|c223259_g2_i5|m.8979,313,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,-0.019,-0.0429
lcl|c223274_g3_i3|m.8991,104,2,1,2,0,1,1,2,2,1,3,4,3,3,2,3,2,1,2,3,1,0.405,1.1967
lcl|c223275_g1_i2|m.8992,338,14,15,14,11,19,17,10,10,5,17,9,5,4,5,8,9,6,6,4,8,-0.73,-4.6321
lcl|c223331_g1_i2|m.9037,144,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,2,0,-0.013,-0.0307
lcl|c223345_g3_i1|m.9044,287,3,1,1,1,1,2,2,3,0,1,3,3,3,3,3,2,2,0,3,0,0.427,1.2426
lcl|c223351_g1_i1|m.9046,515,4,4,3,1,2,0,3,3,3,1,2,2,6,2,0,2,4,1,2,2,-0.043,-0.1477
lcl|c223355_g1_i3|m.9051,622,1,1,2,0,1,0,0,0,0,1,1,0,1,1,1,0,0,1,0,1,-0.112,-0.2469
lcl|c223357_g4_i3|m.9060,380,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,-0.05,-0.1125
lcl|c223365_g2_i2|m.9063,401,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,-0.092,-0.2017
lcl|c223378_g2_i2|m.9075,284,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,1,1,2,0,0,0.652,1.6283
lcl|c223414_g3_i3|m.9104,326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.001,-0.0024
lcl|c223425_g3_i3|m.9106,230,3,1,1,1,1,1,1,2,1,3,0,1,1,1,2,0,0,0,0,1,-0.343,-0.8944
lcl|c223433_g6_i1|m.9115,297,2,0,1,1,2,2,2,1,0,1,1,0,0,1,1,1,0,0,0,1,-0.363,-0.8484
lcl|c223433_g6_i1|m.9116,125,0,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.002,-0.0038
lcl|c223448_g1_i3|m.9130,274,0,0,2,0,0,0,0,0,0,0,0,0,3,0,3,1,3,0,1,0,0.386,0.993
lcl|c223454_g1_i3|m.9139,265,6,3,4,2,3,1,5,4,2,6,1,1,0,0,1,1,1,1,2,2,-1.125,-3.3889
lcl|c223456_g2_i1|m.9146,171,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.011,-0.0249
lcl|c223499_g2_i5|m.9172,176,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.08,0.1734
lcl|c223499_g2_i8|m.9175,176,1,2,2,2,1,0,1,1,1,2,2,3,2,2,1,3,0,1,0,1,0.211,0.5874
lcl|c223510_g3_i1|m.9178,1249,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0.008,0.0168
lcl|c223526_g1_i4|m.9192,334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.041,0.0875
lcl|c223556_g1_i6|m.9203,288,17,9,17,9,11,10,12,11,13,20,8,9,12,11,8,5,8,10,8,11,-0.354,-2.5279
lcl|c223583_g5_i3|m.9218,185,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,0,-0.113,-0.2341
lcl|c223597_g3_i2|m.9232,218,0,0,1,0,0,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,-0.281,-0.6567
lcl|c223604_g1_i1|m.9235,380,0,0,0,0,3,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,-0.297,-0.7212
lcl|c223608_g1_i1|m.9238,854,1,1,1,0,1,2,1,0,0,0,1,0,1,0,0,0,0,0,0,0,-0.095,-0.2135
lcl|c223611_g2_i2|m.9249,465,0,2,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,-0.111,-0.2438
lcl|c223616_g1_i1|m.9252,300,1,1,0,0,3,1,1,2,0,1,0,0,0,1,1,1,0,0,0,0,-0.26,-0.6027
lcl|c223617_g5_i1|m.9254,131,1,1,1,1,0,1,2,0,0,1,0,3,3,1,0,1,2,2,1,1,0.398,0.9298
lcl|c223629_g2_i1|m.9258,236,10,9,2,7,7,4,4,6,3,5,2,5,11,4,3,2,3,3,2,2,-0.431,-2.0906
lcl|c223629_g2_i2|m.9260,236,10,7,4,6,6,4,4,4,3,4,2,4,8,3,2,2,2,3,2,2,-0.553,-2.3983
lcl|c223646_g1_i2|m.9273,411,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024,0.0516
lcl|c223654_g2_i2|m.9279,266,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,-0.006,-0.0134
lcl|c223673_g1_i2|m.9291,296,1,1,1,1,0,1,3,0,0,1,0,2,4,2,3,3,3,2,5,3,0.856,2.4896
lcl|c223673_g1_i3|m.9293,297,1,1,1,1,0,4,3,0,0,1,0,2,4,1,1,3,9,4,11,3,0.965,3.1232
lcl|c223673_g1_i4|m.9295,168,1,1,1,1,0,1,2,0,0,1,1,3,6,1,1,2,3,4,3,3,0.928,2.4163
lcl|c223673_g2_i1|m.9297,282,1,2,5,2,2,2,3,0,0,2,3,5,3,2,1,4,2,4,2,3,0.358,1.2354
lcl|c223677_g1_i1|m.9303,216,9,4,7,5,7,6,7,4,2,8,6,7,8,8,6,2,5,8,5,5,0.009,0.0471
lcl|c223689_g4_i1|m.9313,123,7,6,0,4,2,2,5,1,1,2,0,3,3,1,1,1,3,2,3,2,-0.434,-1.5307
lcl|c223710_g5_i3|m.9324,298,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0.074,0.1705
lcl|c223716_g4_i1|m.9328,666,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.001,-0.0023
lcl|c223761_g4_i15|m.9358,290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.043,0.0991
lcl|c223761_g4_i7|m.9360,798,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001,0.0016
lcl|c223775_g7_i2|m.9373,242,1,0,0,2,4,2,1,0,0,3,2,6,1,5,5,4,2,1,1,1,0.47,1.5658
lcl|c223794_g7_i1|m.9389,789,0,8,9,4,8,1,7,2,5,5,0,0,0,0,0,0,0,0,0,0,-1.641,-4.5275
lcl|c223798_g3_i1|m.9397,382,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0.023,0.0531
lcl|c223808_g2_i1|m.9405,428,1,0,0,0,0,1,0,0,0,1,3,2,0,1,0,1,0,0,0,0,0.263,0.65
lcl|c223865_g4_i2|m.9445,349,4,7,4,6,3,7,7,4,3,4,4,1,4,3,2,5,5,2,3,4,-0.379,-1.7222
lcl|c223870_g1_i6|m.9447,557,9,14,8,11,8,10,16,9,9,10,12,12,12,6,9,10,3,2,10,6,-0.227,-1.5642
lcl|c223901_g5_i2|m.9467,376,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-0.005,-0.0122
lcl|c223941_g1_i2|m.9485,692,3,1,2,5,3,2,2,3,0,1,2,2,3,2,3,2,0,3,1,2,-0.067,-0.2122
lcl|c223971_g2_i1|m.9513,322,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.002,0.0039
lcl|c223975_g3_i3|m.9516,259,5,3,0,5,6,3,4,3,0,5,3,8,4,9,10,8,4,2,4,3,0.423,1.8955
lcl|c223983_g2_i8|m.9524,310,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0.016,0.0351
lcl|c223990_g2_i1|m.9532,308,2,0,1,0,0,1,3,2,1,2,0,1,0,0,1,0,0,0,0,1,-0.433,-1.0502
lcl|c224015_g2_i1|m.9549,138,1,1,0,1,2,2,2,1,0,1,0,1,1,0,0,1,0,0,0,0,-0.27,-0.5965
lcl|c224026_g2_i1|m.9560,249,1,1,0,1,2,1,0,0,0,0,1,1,1,0,1,0,0,1,2,1,0.027,0.0666
lcl|c224026_g2_i4|m.9562,249,2,8,1,3,3,0,3,4,2,4,0,0,0,0,0,0,0,0,0,0,-1.151,-2.9808
lcl|c224029_g4_i1|m.9563,590,38,29,35,36,38,36,30,35,22,39,38,24,29,31,32,26,22,20,23,25,-0.223,-2.8255
lcl|c224042_g7_i2|m.9570,274,1,1,0,1,2,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,-0.172,-0.4002
lcl|c224057_g7_i5|m.9575,394,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0.02,0.0415
lcl|c224106_g1_i3|m.9604,305,1,0,0,0,0,0,0,0,0,0,0,1,4,2,1,0,1,0,0,0,0.358,0.8346
lcl|c224107_g2_i1|m.9605,529,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.012,-0.0271
lcl|c224130_g1_i5|m.9625,239,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.047,-0.1064
lcl|c224156_g3_i2|m.9641,1123,9,9,5,16,17,9,8,12,4,6,21,36,13,12,21,28,15,19,21,17,0.765,6.2155
lcl|c224166_g2_i1|m.9648,151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006,0.0134
lcl|c224182_g8_i1|m.9652,631,2,0,1,0,1,0,0,1,1,3,0,0,0,1,1,0,0,0,0,0,-0.271,-0.6449
lcl|c224191_g1_i1|m.9655,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.016,-0.0343
lcl|c224192_g2_i3|m.9656,326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.028,0.0625
lcl|c224201_g3_i8|m.9658,130,32,21,30,29,33,29,26,25,17,28,19,12,15,17,15,17,11,9,13,13,-0.646,-6.2987
lcl|c224226_g3_i3|m.9665,182,1,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,-0.036,-0.0816
lcl|c224242_g3_i7|m.9677,306,2,2,2,2,3,2,2,2,1,3,2,0,1,2,2,1,0,0,2,1,-0.412,-1.1833
lcl|c224257_g2_i4|m.9682,236,5,6,3,4,6,5,3,2,4,3,0,0,3,2,0,1,3,1,1,0,-1.025,-3.303
lcl|c224260_g2_i3|m.9686,198,1,1,2,0,0,2,2,1,0,2,0,0,0,0,0,1,0,0,0,0,-0.356,-0.8445
lcl|c224263_g3_i3|m.9691,911,5,2,2,4,3,7,4,4,2,4,1,3,3,4,3,2,1,0,1,1,-0.634,-2.3286
lcl|c224289_g1_i1|m.9705,327,2,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,-0.067,-0.1535
lcl|c224289_g3_i1|m.9708,110,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0.137,0.3056
lcl|c224310_g1_i1|m.9717,510,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0.005,0.0115
lcl|c224312_g2_i3|m.9718,851,8,0,9,2,17,8,13,8,0,9,4,3,8,3,7,3,5,2,10,2,-0.481,-2.6867
lcl|c224332_g10_i1|m.9746,242,2,0,3,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,-0.241,-0.5909
lcl|c224365_g3_i1|m.9762,317,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,2,1,0.105,0.2308
lcl|c224371_g5_i1|m.9765,103,0,1,0,1,0,1,0,0,0,0,0,2,1,1,0,2,1,1,2,1,0.302,0.7199
lcl|c224405_g1_i1|m.9772,539,6,8,2,7,11,5,5,9,3,13,2,3,5,3,1,1,0,1,0,2,-1.263,-4.8525
lcl|c224415_g2_i11|m.9780,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-0.036,-0.0801
lcl|c224432_g1_i4|m.9787,279,22,17,20,24,18,29,29,19,16,23,14,10,11,12,15,13,10,9,13,14,-0.592,-5.0117
lcl|c224457_g1_i1|m.9820,448,3,5,2,6,3,3,3,8,1,2,2,1,1,0,1,1,0,2,1,0,-1.095,-3.449
lcl|c224457_g3_i3|m.9822,116,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,-0.03,-0.0621
lcl|c224488_g1_i1|m.9847,546,4,2,3,1,2,3,4,3,2,5,4,0,4,2,0,0,5,1,4,5,-0.047,-0.1764
lcl|c224493_g2_i5|m.9854,134,3,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,-0.213,-0.4974
lcl|c224498_g4_i2|m.9859,324,1,0,1,1,2,1,2,0,0,1,1,1,1,0,1,0,1,0,2,1,-0.105,-0.2491
lcl|c224522_g3_i3|m.9891,404,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,-0.017,-0.037
lcl|c224534_g1_i4|m.9895,223,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.04,-0.0814
lcl|c224539_g4_i1|m.9897,200,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.007,0.0154
lcl|c224541_g6_i2|m.9899,194,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0.074,0.1636
lcl|c224556_g6_i1|m.9931,209,7,5,7,4,0,9,6,11,2,7,9,9,6,6,0,5,2,4,3,4,-0.191,-0.9794
lcl|c224557_g2_i1|m.9933,147,4,5,3,9,5,5,6,2,7,6,1,2,1,1,2,1,2,3,5,1,-1.025,-3.8644
lcl|c224583_g1_i1|m.9971,474,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009,-0.0206
lcl|c224589_g7_i1|m.9992,130,1,1,1,3,3,2,0,0,1,3,0,2,3,4,3,3,1,1,0,1,0.19,0.5684
lcl|c224597_g3_i1|m.10003,179,4,2,2,3,4,4,4,5,1,4,1,2,2,2,2,0,1,1,0,2,-0.798,-2.5225
lcl|c224624_g2_i1|m.10023,207,7,5,8,4,7,6,6,6,5,6,4,5,5,5,3,2,2,7,2,4,-0.415,-1.9813
lcl|c224624_g4_i1|m.10025,200,9,5,6,8,7,4,5,5,6,5,8,8,9,11,6,5,3,10,4,4,0.116,0.6448
lcl|c224655_g2_i1|m.10043,570,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0.039,0.0873
lcl|c224667_g2_i1|m.10051,215,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024,-0.0545
lcl|c224670_g2_i1|m.10052,715,0,0,1,0,0,0,0,0,0,0,10,5,2,0,0,3,0,0,1,2,1.026,2.8253
lcl|c224672_g1_i1|m.10055,661,9,7,8,9,8,11,12,7,5,12,9,14,15,6,9,5,14,5,11,8,0.087,0.5784
lcl|c224672_g2_i1|m.10058,617,44,34,42,49,44,38,43,41,18,36,45,85,45,41,54,24,68,33,45,35,0.209,2.9938
lcl|c224694_g1_i1|m.10068,192,5,3,4,7,4,2,5,2,2,1,5,7,5,6,9,5,2,5,9,6,0.525,2.3843
lcl|c224713_g2_i1|m.10075,309,3,4,2,2,4,0,1,2,1,3,2,2,4,2,0,1,0,0,1,1,-0.375,-1.0912
lcl|c224781_g7_i2|m.10124,141,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,-0.007,-0.0135
lcl|c224805_g7_i4|m.10145,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-0.01,-0.0229
lcl|c224811_g1_i3|m.10150,228,2,1,1,0,1,1,2,2,2,2,0,1,1,0,0,0,0,1,1,0,-0.414,-0.9552
lcl|c224812_g3_i3|m.10152,146,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.039,0.0876
lcl|c224835_g5_i2|m.10167,156,0,3,2,2,2,0,1,2,0,0,2,5,2,1,1,1,2,2,0,0,0.1,0.2979
lcl|c224848_g2_i1|m.10169,247,3,2,3,0,2,3,1,2,1,2,0,0,0,0,0,0,0,0,0,1,-0.715,-1.9105
lcl|c224848_g3_i5|m.10172,253,5,11,6,9,5,4,5,3,4,7,4,2,1,5,2,3,3,4,6,3,-0.587,-2.7467
lcl|c224866_g1_i2|m.10191,310,0,5,15,6,7,14,6,2,0,6,28,3,0,8,3,6,5,2,4,4,0.014,0.0718
lcl|c224880_g4_i1|m.10208,327,2,1,1,1,0,1,1,1,1,0,1,0,2,0,1,0,1,2,0,3,0.233,0.5868
lcl|c224918_g1_i1|m.10239,245,5,5,8,12,8,7,7,13,5,9,12,15,9,8,5,12,6,8,8,8,0.134,0.8586
lcl|c224995_g6_i2|m.10289,378,0,1,2,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0.026,0.0621
lcl|c225009_g5_i8|m.10303,226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.03,0.063
lcl|c225015_g1_i2|m.10305,309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012,0.025
lcl|c225015_g2_i1|m.10306,238,3,2,5,3,2,3,3,3,4,4,0,0,0,0,0,0,0,0,1,0,-1.221,-3.0621
lcl|c225079_g1_i6|m.10351,576,4,1,4,3,2,2,1,1,1,1,1,4,5,1,2,3,0,2,4,1,0.153,0.5158
lcl|c225110_g1_i1|m.10369,318,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,0,7,5,4,0,1.377,3.8715
lcl|c225112_g3_i3|m.10371,453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,-0.016,-0.0345
lcl|c225115_g3_i4|m.10375,479,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.013,-0.0282
lcl|c225132_g1_i3|m.10387,308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.018,-0.0384
lcl|c225136_g5_i9|m.10397,406,0,0,1,0,1,0,2,1,0,0,0,0,0,1,0,1,0,0,0,0,-0.069,-0.1553
lcl|c225144_g2_i3|m.10400,439,5,5,1,4,0,5,4,0,1,2,3,0,1,1,1,2,0,1,3,3,-0.549,-1.7712
lcl|c225156_g8_i5|m.10409,484,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,-0.036,-0.0771
lcl|c225172_g3_i1|m.10424,337,1,5,3,7,2,1,5,6,1,1,4,0,0,0,1,2,1,0,5,1,-0.59,-1.9066
lcl|c225214_g2_i5|m.10448,441,1,1,0,0,1,1,1,1,0,2,1,0,1,1,1,0,0,0,1,0,-0.075,-0.1657
