"","Row.names","X2018_MARCH_12_CORAL_JAA_01_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_03_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_04_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_05_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_06_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_07_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_08_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_09_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_10_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_11_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_12_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_13_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_14_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_15_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_16_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_17_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_19_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_20_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_21_NUMSPECSTOT","X2018_MARCH_12_CORAL_JAA_22_NUMSPECSTOT","PROTLEN"
"616","lcl|c222653_g7_i1|m.8496",2,3,1,2,0,3,6,2,4,1,1,0,0,1,1,3,2,2,1,1,290
"617","lcl|c222667_g10_i2|m.8509",0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,141
"618","lcl|c222682_g3_i7|m.8525",12,7,8,9,8,9,8,10,8,6,6,8,7,10,9,12,9,7,6,9,229
"619","lcl|c222691_g4_i1|m.8535",5,4,3,5,5,3,3,7,6,3,8,4,4,6,4,5,4,6,1,4,570
"620","lcl|c222693_g1_i1|m.8538",1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,183
"621","lcl|c222727_g3_i2|m.8582",9,7,10,8,9,8,10,11,12,12,7,7,8,7,8,14,6,9,3,6,211
"622","lcl|c222750_g1_i9|m.8600",0,2,1,1,0,0,0,1,0,0,0,1,1,0,2,1,2,3,1,1,174
"623","lcl|c222798_g5_i3|m.8621",0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,174
"624","lcl|c222837_g1_i1|m.8646",26,31,20,18,7,19,41,16,17,18,27,23,13,7,21,11,18,11,10,15,301
"625","lcl|c222852_g4_i5|m.8661",3,4,1,1,3,2,4,3,3,0,4,1,3,5,3,2,2,2,2,2,462
"626","lcl|c222899_g2_i4|m.8691",8,2,3,1,6,0,3,3,1,0,1,1,2,7,1,7,2,1,1,3,257
"627","lcl|c222909_g1_i1|m.8698",3,3,3,2,1,2,3,2,2,3,3,3,2,3,2,2,2,2,1,2,165
"628","lcl|c222929_g2_i3|m.8717",9,18,3,15,19,19,15,10,14,4,24,9,14,31,19,7,7,15,8,27,108
"629","lcl|c222936_g3_i1|m.8723",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178
"630","lcl|c222937_g2_i3|m.8724",5,8,8,7,7,9,13,12,11,8,8,5,7,11,9,9,13,8,6,7,199
"631","lcl|c222943_g1_i1|m.8725",13,1,2,0,1,1,0,1,0,3,0,1,1,2,2,4,2,8,0,1,345
"632","lcl|c222946_g2_i3|m.8728",9,9,10,5,6,10,8,11,21,14,10,9,17,9,8,17,13,13,4,11,182
"633","lcl|c222950_g5_i5|m.8734",17,15,14,12,23,18,23,24,20,14,20,13,21,21,15,18,20,13,6,14,584
"634","lcl|c222950_g5_i5|m.8735",10,5,9,7,6,9,11,6,9,8,7,6,9,5,9,10,9,8,3,7,279
"635","lcl|c222950_g5_i7|m.8739",3,3,2,1,3,3,7,3,1,4,3,2,3,4,2,3,4,2,1,1,156
"636","lcl|c222957_g1_i4|m.8749",2,2,2,0,0,2,2,2,1,1,2,1,0,1,3,1,1,3,0,1,302
"637","lcl|c222960_g2_i1|m.8750",14,29,26,21,24,20,33,26,20,21,21,19,23,29,28,37,28,23,15,26,473
"638","lcl|c223053_g2_i3|m.8836",0,2,2,0,0,0,2,1,0,2,1,0,0,1,0,2,0,2,1,3,361
"639","lcl|c223077_g2_i1|m.8858",23,29,19,21,32,25,21,26,19,16,19,29,23,45,20,28,18,26,16,28,178
"640","lcl|c223078_g3_i2|m.8859",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,240
"641","lcl|c223098_g6_i2|m.8877",0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,362
"642","lcl|c223139_g3_i2|m.8898",2,3,1,1,2,1,3,0,0,0,1,1,1,0,1,2,0,1,0,1,117
"643","lcl|c223162_g2_i6|m.8914",0,0,1,1,2,0,1,1,1,1,1,1,1,1,0,0,0,1,0,1,891
"644","lcl|c223180_g1_i1|m.8921",0,0,1,0,0,0,1,2,0,0,0,0,0,0,2,0,2,0,1,0,382
"645","lcl|c223200_g1_i1|m.8933",0,1,0,0,1,0,0,2,1,0,1,0,1,1,1,2,2,0,0,1,124
"646","lcl|c223205_g4_i1|m.8934",5,2,2,1,1,2,2,1,1,0,2,1,2,4,1,1,2,2,0,4,312
"647","lcl|c223214_g1_i1|m.8951",3,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,1,273
"648","lcl|c223239_g4_i2|m.8965",0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,2,1,0,0,0,112
"649","lcl|c223247_g3_i6|m.8971",10,9,9,9,4,9,10,14,12,11,6,8,12,4,5,14,13,5,7,5,100
"650","lcl|c223259_g2_i5|m.8979",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,313
"651","lcl|c223274_g3_i3|m.8991",2,2,2,1,2,0,2,2,2,2,1,1,2,4,1,2,2,2,1,3,104
"652","lcl|c223275_g1_i2|m.8992",15,35,14,15,14,11,43,23,32,19,19,17,10,26,28,23,25,10,5,17,338
"653","lcl|c223331_g1_i2|m.9037",1,1,0,1,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,2,144
"654","lcl|c223345_g3_i1|m.9044",1,1,3,1,1,1,1,1,2,3,1,2,2,1,1,1,1,3,0,1,287
"655","lcl|c223351_g1_i1|m.9046",3,4,4,4,3,1,2,3,1,4,2,0,3,2,2,5,3,3,3,1,515
"656","lcl|c223355_g1_i3|m.9051",0,3,1,1,2,0,0,1,0,1,1,0,0,6,1,4,1,0,0,1,622
"657","lcl|c223357_g4_i3|m.9060",0,1,1,1,1,0,1,3,1,2,0,1,1,0,2,0,3,0,0,1,380
"658","lcl|c223365_g2_i2|m.9063",2,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,2,401
"659","lcl|c223378_g2_i2|m.9075",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,284
"660","lcl|c223414_g3_i3|m.9104",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
"661","lcl|c223425_g3_i3|m.9106",1,1,3,1,1,1,2,2,2,1,1,1,1,2,4,2,3,2,1,3,230
"662","lcl|c223433_g6_i1|m.9115",2,2,2,0,1,1,2,3,3,2,2,2,2,2,1,3,1,1,0,1,297
"663","lcl|c223433_g6_i1|m.9116",0,0,0,0,0,0,2,1,2,0,1,1,1,0,0,1,1,0,0,0,125
"664","lcl|c223448_g1_i3|m.9130",2,2,0,0,2,0,2,0,0,1,0,0,0,1,1,0,0,0,0,0,274
"665","lcl|c223454_g1_i3|m.9139",3,1,6,3,4,2,2,5,4,1,3,1,5,11,3,1,1,4,2,6,265
"666","lcl|c223456_g2_i1|m.9146",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,171
"667","lcl|c223499_g2_i5|m.9172",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176
"668","lcl|c223499_g2_i8|m.9175",2,2,1,2,2,2,1,1,1,1,1,0,1,1,2,1,1,1,1,2,176
"669","lcl|c223510_g3_i1|m.9178",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1249
"670","lcl|c223526_g1_i4|m.9192",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,334
"671","lcl|c223556_g1_i6|m.9203",12,10,17,9,17,9,11,15,10,12,11,10,12,7,12,22,14,11,13,20,288
"672","lcl|c223583_g5_i3|m.9218",0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,185
"673","lcl|c223597_g3_i2|m.9232",5,1,0,0,1,0,1,5,1,0,0,1,1,1,0,5,3,4,1,0,218
"674","lcl|c223604_g1_i1|m.9235",0,0,0,0,0,0,2,0,0,0,3,1,0,0,7,0,0,0,0,2,380
"675","lcl|c223608_g1_i1|m.9238",0,0,1,1,1,0,1,1,1,1,1,2,1,1,0,1,1,0,0,0,854
"676","lcl|c223611_g2_i2|m.9249",1,0,0,2,0,0,1,2,1,0,0,0,1,0,1,1,0,0,1,0,465
"677","lcl|c223616_g1_i1|m.9252",0,1,1,1,0,0,0,1,1,1,3,1,1,0,0,2,1,2,0,1,300
"678","lcl|c223617_g5_i1|m.9254",0,0,1,1,1,1,0,1,3,0,0,1,2,1,0,0,0,0,0,1,131
"679","lcl|c223629_g2_i1|m.9258",0,4,10,9,2,7,9,7,2,5,7,4,4,3,3,14,7,6,3,5,236
"680","lcl|c223629_g2_i2|m.9260",0,4,10,7,4,6,8,5,2,5,6,4,4,4,2,10,4,4,3,4,236
"681","lcl|c223646_g1_i2|m.9273",0,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,411
"682","lcl|c223654_g2_i2|m.9279",0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,266
"683","lcl|c223673_g1_i2|m.9291",0,0,1,1,1,1,0,1,6,0,0,1,3,1,0,0,0,0,0,1,296
"684","lcl|c223673_g1_i3|m.9293",0,0,1,1,1,1,0,2,14,0,0,4,3,1,0,0,0,0,0,1,297
"685","lcl|c223673_g1_i4|m.9295",0,0,1,1,1,1,0,1,4,1,0,1,2,1,0,0,0,0,0,1,168
"686","lcl|c223673_g2_i1|m.9297",0,0,1,2,5,2,2,2,5,1,2,2,3,5,0,0,0,0,0,2,282
"687","lcl|c223677_g1_i1|m.9303",4,4,9,4,7,5,9,4,6,5,7,6,7,7,7,6,6,4,2,8,216
"688","lcl|c223689_g4_i1|m.9313",5,6,7,6,0,4,6,5,5,2,2,2,5,5,0,8,4,1,1,2,123
"689","lcl|c223710_g5_i3|m.9324",0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,298
"690","lcl|c223716_g4_i1|m.9328",1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,666
"691","lcl|c223761_g4_i15|m.9358",0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,290
"692","lcl|c223761_g4_i7|m.9360",0,0,1,1,0,0,0,1,1,0,1,1,1,4,0,0,1,0,0,0,798
"693","lcl|c223775_g7_i2|m.9373",0,3,1,0,0,2,4,3,2,0,4,2,1,1,2,2,1,0,0,3,242
"694","lcl|c223794_g7_i1|m.9389",1,6,0,8,9,4,1,1,5,2,8,1,7,3,0,0,2,2,5,5,789
"695","lcl|c223798_g3_i1|m.9397",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382
"696","lcl|c223808_g2_i1|m.9405",1,3,1,0,0,0,3,2,3,0,0,1,0,0,0,1,0,0,0,1,428
"697","lcl|c223865_g4_i2|m.9445",5,8,4,7,4,6,3,7,4,5,3,7,7,11,5,6,8,4,3,4,349
"698","lcl|c223870_g1_i6|m.9447",11,14,9,14,8,11,8,17,18,20,8,10,16,11,8,15,14,9,9,10,557
"699","lcl|c223901_g5_i2|m.9467",2,0,1,0,0,1,2,1,0,0,0,0,0,0,1,1,0,1,0,1,376
"700","lcl|c223941_g1_i2|m.9485",4,3,3,1,2,5,6,5,2,3,3,2,2,0,4,4,2,3,0,1,692
"701","lcl|c223971_g2_i1|m.9513",0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,322
"702","lcl|c223975_g3_i3|m.9516",3,2,5,3,0,5,4,2,2,1,6,3,4,1,2,2,3,3,0,5,259
"703","lcl|c223983_g2_i8|m.9524",0,0,0,0,1,0,1,1,1,1,0,1,1,1,0,3,1,0,1,0,310
"704","lcl|c223990_g2_i1|m.9532",5,2,2,0,1,0,1,2,4,1,0,1,3,2,1,3,2,2,1,2,308
"705","lcl|c224015_g2_i1|m.9549",1,1,1,1,0,1,1,1,1,0,2,2,2,0,1,1,1,1,0,1,138
"706","lcl|c224026_g2_i1|m.9560",0,1,1,1,0,1,0,0,0,0,2,1,0,0,2,0,0,0,0,0,249
"707","lcl|c224026_g2_i4|m.9562",1,3,2,8,1,3,0,2,2,0,3,0,3,0,1,0,4,4,2,4,249
"708","lcl|c224029_g4_i1|m.9563",32,40,38,29,35,36,32,38,41,28,38,36,30,36,27,31,30,35,22,39,590
"709","lcl|c224042_g7_i2|m.9570",5,3,1,1,0,1,1,0,2,0,2,1,1,5,3,0,0,0,1,2,274
"710","lcl|c224057_g7_i5|m.9575",0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,394
"711","lcl|c224106_g1_i3|m.9604",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305
"712","lcl|c224107_g2_i1|m.9605",1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,529
"713","lcl|c224130_g1_i5|m.9625",0,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,0,0,0,239
"714","lcl|c224156_g3_i2|m.9641",2,11,9,9,5,16,12,4,11,10,17,9,8,10,8,6,6,12,4,6,1123
"715","lcl|c224166_g2_i1|m.9648",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,151
"716","lcl|c224182_g8_i1|m.9652",2,1,2,0,1,0,0,3,1,0,1,0,0,1,0,2,0,1,1,3,631
"717","lcl|c224191_g1_i1|m.9655",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
"718","lcl|c224192_g2_i3|m.9656",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,326
"719","lcl|c224201_g3_i8|m.9658",22,45,32,21,30,29,36,45,40,18,33,29,26,36,30,42,41,25,17,28,130
"720","lcl|c224226_g3_i3|m.9665",2,0,1,1,1,0,0,2,0,0,0,1,1,1,2,1,0,0,0,1,182
"721","lcl|c224242_g3_i7|m.9677",3,4,2,2,2,2,2,3,2,0,3,2,2,0,3,2,0,2,1,3,306
"722","lcl|c224257_g2_i4|m.9682",4,4,5,6,3,4,5,6,5,2,6,5,3,1,2,4,4,2,4,3,236
"723","lcl|c224260_g2_i3|m.9686",0,2,1,1,2,0,2,3,3,1,0,2,2,0,0,3,3,1,0,2,198
"724","lcl|c224263_g3_i3|m.9691",8,5,5,2,2,4,5,9,6,8,3,7,4,3,6,9,5,4,2,4,911
"725","lcl|c224289_g1_i1|m.9705",1,2,2,1,1,0,1,3,2,1,0,1,0,1,1,3,2,0,0,1,327
"726","lcl|c224289_g3_i1|m.9708",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110
"727","lcl|c224310_g1_i1|m.9717",3,1,1,0,1,0,0,2,1,0,0,0,0,3,0,6,1,0,0,0,510
"728","lcl|c224312_g2_i3|m.9718",16,0,8,0,9,2,12,12,12,2,17,8,13,8,6,9,0,8,0,9,851
"729","lcl|c224332_g10_i1|m.9746",0,1,2,0,3,0,3,0,1,0,0,0,1,3,1,3,0,0,0,1,242
"730","lcl|c224365_g3_i1|m.9762",0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,317
"731","lcl|c224371_g5_i1|m.9765",0,0,0,1,0,1,0,0,0,1,0,1,0,2,1,1,0,0,0,0,103
"732","lcl|c224405_g1_i1|m.9772",0,5,6,8,2,7,4,6,6,8,11,5,5,6,5,7,7,9,3,13,539
"733","lcl|c224415_g2_i11|m.9780",0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,0,138
"734","lcl|c224432_g1_i4|m.9787",15,24,22,17,20,24,25,31,30,20,18,29,29,25,22,33,27,19,16,23,279
"735","lcl|c224457_g1_i1|m.9820",1,5,3,5,2,6,3,4,2,2,3,3,3,7,1,6,3,8,1,2,448
"736","lcl|c224457_g3_i3|m.9822",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116
"737","lcl|c224488_g1_i1|m.9847",5,5,4,2,3,1,4,6,3,6,2,3,4,3,7,6,4,3,2,5,546
"738","lcl|c224493_g2_i5|m.9854",2,0,3,0,0,1,0,1,0,0,1,0,0,0,1,1,2,1,1,1,134
"739","lcl|c224498_g4_i2|m.9859",3,0,1,0,1,1,1,0,1,0,2,1,2,0,3,0,1,0,0,1,324
"740","lcl|c224522_g3_i3|m.9891",0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,404
"741","lcl|c224534_g1_i4|m.9895",1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,223
"742","lcl|c224539_g4_i1|m.9897",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,200
"743","lcl|c224541_g6_i2|m.9899",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,194
"744","lcl|c224556_g6_i1|m.9931",4,1,7,5,7,4,0,6,5,3,0,9,6,8,6,5,6,11,2,7,209
"745","lcl|c224557_g2_i1|m.9933",4,2,4,5,3,9,6,7,7,4,5,5,6,7,7,7,6,2,7,6,147
"746","lcl|c224583_g1_i1|m.9971",1,1,1,0,1,0,0,2,0,0,0,0,1,1,0,0,1,0,0,0,474
"747","lcl|c224589_g7_i1|m.9992",3,2,1,1,1,3,1,1,0,1,3,2,0,1,5,3,3,0,1,3,130
"748","lcl|c224597_g3_i1|m.10003",1,5,4,2,2,3,5,4,5,2,4,4,4,2,2,3,4,5,1,4,179
"749","lcl|c224624_g2_i1|m.10023",7,3,7,5,8,4,6,7,9,6,7,6,6,7,3,7,11,6,5,6,207
"750","lcl|c224624_g4_i1|m.10025",6,5,9,5,6,8,7,8,13,8,7,4,5,11,6,13,8,5,6,5,200
"751","lcl|c224655_g2_i1|m.10043",0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,570
"752","lcl|c224667_g2_i1|m.10051",0,1,1,0,1,0,2,2,1,1,1,0,1,3,1,1,1,0,0,0,215
"753","lcl|c224670_g2_i1|m.10052",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715
"754","lcl|c224672_g1_i1|m.10055",7,10,9,7,8,9,11,12,12,14,8,11,12,11,11,5,10,7,5,12,661
"755","lcl|c224672_g2_i1|m.10058",33,51,44,34,42,49,60,51,52,50,44,38,43,78,60,41,43,41,18,36,617
"756","lcl|c224694_g1_i1|m.10068",2,3,5,3,4,7,5,5,6,3,4,2,5,6,4,6,5,2,2,1,192
"757","lcl|c224713_g2_i1|m.10075",3,4,3,4,2,2,3,1,4,0,4,0,1,1,1,5,1,2,1,3,309
"758","lcl|c224781_g7_i2|m.10124",1,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,141
"759","lcl|c224805_g7_i4|m.10145",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216
"760","lcl|c224811_g1_i3|m.10150",3,1,2,1,1,0,1,1,0,2,1,1,2,2,1,3,3,2,2,2,228
"761","lcl|c224812_g3_i3|m.10152",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,146
"762","lcl|c224835_g5_i2|m.10167",3,1,0,3,2,2,5,1,1,2,2,0,1,5,1,1,1,2,0,0,156
"763","lcl|c224848_g2_i1|m.10169",6,0,3,2,3,0,3,4,5,2,2,3,1,5,1,5,3,2,1,2,247
"764","lcl|c224848_g3_i5|m.10172",0,4,5,11,6,9,8,5,6,13,5,4,5,6,4,5,9,3,4,7,253
"765","lcl|c224866_g1_i2|m.10191",0,2,0,5,15,6,5,9,5,2,7,14,6,30,6,0,4,2,0,6,310
"766","lcl|c224880_g4_i1|m.10208",2,1,2,1,1,1,1,2,2,0,0,1,1,1,1,2,2,1,1,0,327
"767","lcl|c224918_g1_i1|m.10239",5,5,5,5,8,12,6,7,9,8,8,7,7,5,6,6,6,13,5,9,245
"768","lcl|c224995_g6_i2|m.10289",3,0,0,1,2,0,2,2,1,0,1,0,0,1,0,1,0,0,0,0,378
"769","lcl|c225009_g5_i8|m.10303",1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,226
"770","lcl|c225015_g1_i2|m.10305",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,309
"771","lcl|c225015_g2_i1|m.10306",1,2,3,2,5,3,2,5,2,2,2,3,3,10,3,4,4,3,4,4,238
"772","lcl|c225079_g1_i6|m.10351",1,3,4,1,4,3,2,2,3,1,2,2,1,2,2,4,2,1,1,1,576
"773","lcl|c225110_g1_i1|m.10369",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318
"774","lcl|c225112_g3_i3|m.10371",0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,453
"775","lcl|c225115_g3_i4|m.10375",2,0,0,0,1,1,0,1,1,1,0,1,1,3,0,1,1,0,0,1,479
"776","lcl|c225132_g1_i3|m.10387",0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,308
"777","lcl|c225136_g5_i9|m.10397",0,1,0,0,1,0,3,2,3,0,1,0,2,0,0,0,1,1,0,0,406
"778","lcl|c225144_g2_i3|m.10400",1,2,5,5,1,4,3,4,3,1,0,5,4,3,3,4,3,0,1,2,439
"779","lcl|c225156_g8_i5|m.10409",3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,484
"780","lcl|c225172_g3_i1|m.10424",1,9,1,5,3,7,4,2,5,2,2,1,5,5,2,1,7,6,1,1,337
"781","lcl|c225214_g2_i5|m.10448",1,0,1,1,0,0,1,0,2,1,1,1,1,0,0,0,1,1,0,2,441
"782","lcl|c225222_g1_i4|m.10453",0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,1,263
"783","lcl|c225236_g1_i2|m.10460",5,3,2,0,2,1,1,3,3,2,2,0,0,1,1,1,1,5,1,3,268
"784","lcl|c225245_g1_i2|m.10472",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,322
"785","lcl|c225266_g1_i7|m.10481",0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,657
"786","lcl|c225267_g2_i1|m.10483",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,272
"787","lcl|c225281_g3_i2|m.10487",4,1,4,2,0,3,2,2,2,2,2,2,0,1,3,1,1,2,0,2,267
"788","lcl|c225308_g1_i1|m.10501",4,13,5,3,12,8,8,5,8,6,6,4,8,6,10,7,8,5,5,4,117
"789","lcl|c225308_g1_i4|m.10503",3,8,2,2,6,4,5,2,6,4,2,1,5,4,7,2,5,1,2,1,111
"790","lcl|c225316_g3_i2|m.10516",2,3,3,1,0,0,3,4,2,3,1,4,2,2,0,5,4,0,1,0,126
"791","lcl|c225323_g2_i2|m.10522",11,14,20,16,14,13,17,27,19,17,13,16,17,9,16,19,16,15,6,10,252
"792","lcl|c225328_g5_i5|m.10528",3,1,1,0,0,0,1,1,2,2,2,2,2,0,0,3,1,3,0,2,302
"793","lcl|c225334_g2_i2|m.10532",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,199
"794","lcl|c225352_g1_i1|m.10544",42,33,34,24,34,38,54,40,44,50,30,28,19,56,46,38,38,25,27,30,333
"795","lcl|c225359_g3_i1|m.10554",0,0,0,0,1,0,1,1,2,0,0,0,1,0,0,0,1,0,0,0,224
"796","lcl|c225394_g4_i2|m.10584",9,9,6,6,8,13,9,14,7,7,15,6,8,10,7,11,9,8,6,13,194
"797","lcl|c225423_g3_i2|m.10600",2,0,3,1,3,2,1,3,2,3,1,2,1,1,0,4,3,0,0,1,769
"798","lcl|c225471_g2_i2|m.10654",23,23,19,13,15,14,25,26,21,12,19,12,13,28,19,29,23,20,10,21,631
"799","lcl|c225475_g3_i6|m.10661",0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,310
"800","lcl|c225478_g2_i3|m.10670",0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,757
"801","lcl|c225497_g2_i1|m.10682",1,1,0,1,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1,1,209
"802","lcl|c225556_g1_i1|m.10729",2,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,286
"803","lcl|c225557_g1_i1|m.10731",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,325
"804","lcl|c225590_g2_i4|m.10752",3,5,3,3,2,6,9,4,6,4,5,4,3,4,3,5,4,4,2,3,336
"805","lcl|c225591_g3_i2|m.10756",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258
"806","lcl|c225618_g2_i6|m.10783",7,8,12,6,4,5,8,11,9,4,4,7,12,10,5,14,8,7,4,7,517
"807","lcl|c225632_g3_i1|m.10790",12,15,8,4,7,8,14,16,8,5,9,9,5,12,11,19,6,10,3,16,867
"808","lcl|c225637_g3_i2|m.10796",0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,589
"809","lcl|c225668_g5_i2|m.10809",0,7,4,2,5,5,6,5,9,6,4,5,5,4,4,10,7,1,4,5,209
"810","lcl|c225713_g4_i1|m.10851",0,1,1,1,0,0,1,3,0,1,0,1,0,0,1,2,1,1,0,0,411
"811","lcl|c225753_g2_i5|m.10911",0,0,0,0,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,1,182
"812","lcl|c225755_g1_i1|m.10912",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,343
"813","lcl|c225756_g1_i2|m.10914",9,10,2,2,2,0,21,23,26,10,1,8,3,17,10,20,11,4,0,2,306
"814","lcl|c225761_g6_i1|m.10925",4,6,8,5,7,5,7,6,7,5,10,8,8,5,5,4,5,4,8,4,326
"815","lcl|c225775_g7_i7|m.10937",14,13,4,9,10,9,19,9,7,3,15,6,6,20,9,16,13,10,3,8,196
"816","lcl|c225782_g2_i1|m.10939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,122
"817","lcl|c225820_g10_i1|m.10972",0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,120
"818","lcl|c225822_g2_i4|m.10975",2,1,1,1,0,0,2,2,2,3,0,2,1,0,0,2,2,0,0,0,295
"819","lcl|c225829_g1_i1|m.10978",22,35,38,29,28,45,43,31,29,24,41,30,28,30,33,29,29,42,23,35,137
"820","lcl|c225844_g2_i3|m.10984",1,5,4,3,0,2,5,5,6,6,3,4,0,3,7,4,9,3,0,3,292
"821","lcl|c225849_g2_i3|m.10990",0,1,0,0,1,0,0,1,0,0,0,1,1,0,4,1,2,0,0,0,429
"822","lcl|c225852_g2_i3|m.10992",0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,292
"823","lcl|c225867_g3_i1|m.11000",0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,1,1,0,0,208
